pr.1	Post resides annos longo velut excita somno
1.561	Italiae poenas, obsessi principis armis
1.562	excusate nefas deploratumque Timavo
1.563	vulnus et Alpinum gladiis abolete pudorem.
1.564	hic est, quem totiens campis fudistis Achivis,
1.565	quem discors odiisque anceps civilibus orbis, 
1.566	non sua vis tutata diu, dum foedera fallax
1.567	ludit et alternae periuria venditat aulae.
1.568	credite nunc omnes, quas dira Britannia gentes,
1.569	quas Hister, quas Rhenus alit, pendere paratas
1.570	in speculis : uno tot proelia vincite bello. 
1.571	Romanum reparate decus molemque labantis
1.572	imperii fulcite umeris ; hic omnia campus
1.573	vindicat, haec mundo pacem victoria sancit.
1.574	non in Threiciis Haemi decemimus oris
1.575	nec super Alpheas umbrantia Maenala ripas 
1.576	constitimus ; non hic Tegean Argosque tuemur :
1.577	visceribus mediis ipsoque in corde videtis
1.578	bella geri. patrem clipeis defendite Thybrim.”
1.579	talia nunc pediti, turmae nunc mixtus equestri
1.580	dicta dabat. Simul externis praecepta ferebat 
1.581	auxiliis. ibat patiens dicionis Alanus,
1.582	qua nostrae iussere tubae, mortemque petendam
1.583	pro Latio docuit gentis praefectus Alanae,
1.584	cui natura breves animis ingentibus artus
1.585	finxerat inmanique oculos infecerat ira ; 
1.586	vulneribus pars nulla vacat rescissaque contis
1.587	gloria foedati splendet iactantior oris,
1.588	ille tamen mandante procul Stilichone citatis
1.589	acceleravit equis Italamque momordit harenam.
1.590	felix Elysiisque plagis et carmine dignus, 
1.591	qui male suspectam nobis impensius arsit
1.592	vel leto purgare fidem ; qui iudice ferro
1.593	diluit inmeritum laudato sanguine crimen !
1.594	morte viri turbatus eques flectebat habenas
1.595	totaque praeciso nutassent agmina cornu, 
1.596	ni celer instructa Stilicho legione secutus
1.597	subsidiis peditum pugnam instaurasset equestrem.
1.598	Quis Musis ipsoque licet Paeane recepto
1.599	enarrare queat, quantum Gradivus in ilia
1.600	luce suae dederit fundator originis urbi ? 
1.601	altius haud umquam toto descendimus ense
1.602	in iugulum Scythiae, tanta nec clade superbum
1.603	contudimus Tanain vel cornua fregimus Histri.
1.604	invisum miles sitiens haurire cruorem
1.605	per varias vestes onerataque plaustra metallo 
1.606	transit et argenti cumulos et caedis avarus
1.607	contemptas proculcat opes ; pretiosior auro
1.608	sanguis erat ; passim neglecti prodiga lucri
1.609	turba furens strictis odium mucronibus explet.
1.610	purpureos cultus absumptique igne Valentis 
1.611	exuvias miserisque graves crateras ab Argis
1.612	raptaque flagranti spirantia signa Corintho
1.613	callidus ante pedes venientibus obicit hostis
1.614	incassum ; neque enim feralis praeda moratur,
1.615	sed iustos praebent stimulos monumenta doloris 
1.616	Adseritur ferro captivum vulgus, et omnes
1.617	diversae vocis populi, quos traxerat hostis
1.618	servitio, tandem dominorum strage redempti
1.619	blanda cruentatis adfigunt oscula dextris
1.620	desertosque lares et pignora laeta revisunt. 
1.621	miratur sua quemque domus cladesque renarrant
1.622	ordine ; tum grati referunt miracula belli.
1.623	Quis tibi tunc, Alarice, dolor, cum Marte perirent
1.624	divitiae spoliisque diu quaesita supellex
1.625	pulsaretque tuas ululatus coniugis aures, 
1.626	coniugis invicto dudum quae freta marito
1.627	demens Ausonidum gemmata monilia matrum
1.628	Romanasque alta famulas cervice petebat !
1.629	scilicet Argolicas Ephyreiadasque puellas
1.630	coeperat et pulchras iam fastidire Lacaenas. 
1.631	sed dea quae nimiis obstat Rhamnusia votis
1.632	ingemuit flexitque rotam : domat aspera victos
1.633	pauperies, unoque die Romana rependit
1.634	quidquid ter denis acies amisimus annis.
1.635	O celebranda mihi cunctis Pollentia saeclis ! 
1.636	o meritum nomen ! felicibus apta triumphis !
1.637	virtutis fatale solum, memorabile bustum
1.638	barbariae ! nam saepe locis ac finibus illis
1.639	plena lacessito rediit vindicta Quirino.
1.640	illic Oceani stagnis excita supremis 
1.641	Cimbrica tempestas alias emissa per Alpes
1.642	isdem procubuit campis. iam protinus aetas
1.643	adveniens geminae gentis permisceat ossa
1.644	et duplices signet titulos commune tropaeum :
1.645	“hic Gimbros fortesque Getas, Stilichone peremptos
1.646	et Mario claris ducibus, tegit Itala tellus. 
1.647	discite vesanae Romam non temnere gentes.”
