1.pr.1	Phoebeo domitus Python cum decidit arcu
2.1.113	quosque rigat retro pernicior unda Garunnae,
2.1.114	Oceani pleno quotiens impellitur aestu.
2.1.115	mens eadem cunctis animique recentia ponunt 
2.1.116	vulnera; non odit victus victorve superbit.
2.1.117	et quamvis praesens tumor et civilia nuper
2.1.118	classica bellatrixque etiamnunc ira caleret,
2.1.119	in ducis eximii conspiravere favorem.
2.1.120	haud aliter Xerxen toto simul orbe secutus 
2.1.121	narratur rapuisse vagos exercitus amnes
2.1.122	et telis umbrasse diem, cum classibus iret
2.1.123	per scopulos tectumque pedes contemneret aequor.
2.1.124	Vix Alpes egressus erat nec iam amplius errat
2.1.125	barbarus adventumque timens se cogit in unam 
2.1.126	planitiem tutoque includit pascua gyro:
2.1.127	tum duplici fossa non exuperabile vallum
2.1.128	asperat alternis sudibus murique locata
2.1.129	in speciem caesis obtendit plaustra iuvencis.
2.1.130	At procul exanguis Rufinum perculit horror; 
2.1.131	infectae pallore genae; stetit ore gelato
2.1.132	incertus peteretne fugam, veniamne subactus
2.1.133	posceret an fidos sese transferret in hostes.
2.1.134	quid nunc divitiae, quid fulvi vasta metalli
2.1.135	congeries, quid purpureis effulta columnis 
2.1.136	atria prolataeve iuvant ad sidera moles?
2.1.137	audit iter numeratque dies spatioque viarum
2.1.138	metitur vitam. torquetur pace futura
2.1.139	nec recipit somnos et saepe cubilibus amens
2.1.140	excutitur poenamque luit formidine poenae. 
2.1.141	sed redit in rabiem scelerumque inmane resumit
2.1.142	ingenium sacrasque fores praedivitis aulae
2.1.143	intrat et Arcadium mixto terrore precatur:
2.1.144	“Per fratris regale iubar, per facta parentis
2.1.145	aetherii floremque tui te deprecor aevi, 
2.1.146	eripe me gladiis; liceat Stilichonis iniquas
2.1.147	evitare minas. in nostram Gallia caedem
2.1.148	coniurata venit. quidquid rigat ultima Tethys,
2.1.149	extremos ultra volitat gens si qua Britannos,
2.1.150	mota mihi. tantis capiendi credimur armis? 
2.1.151	tot signis unum petitur caput? unde cruoris
2.1.152	ista sitis? geminum caeli sibi vindicat axem
2.1.153	et nullum vult esse parem. succumbere poscit
2.1.154	cuncta sibi: regit Italiam Libyamque coercet;
2.1.155	Hispanis Gallisque iubet; non orbita solis, 
2.1.156	non illum natura capit. quascumque paravit
2.1.157	hic Augustus opes et quas post bella recepit,
2.1.158	solus habet, possessa semel nec reddere curat,
2.1.159	scilicet ille quidem tranquilla pace fruatur;
2.1.160	nos premat obsidio? quid partem invadere temptat?
2.1.161	deserat Illyricos fines; Eoa remittat 
2.1.162	agmina; fraternas ex aequo dividat hastas,
2.1.163	nec sceptri tantum fueris, sed militis heres.
2.1.164	quodsi dissimulas nostrae succurrere morti
2.1.165	nec prohibere paras, Manes et sidera testor: 
2.1.166	haec cervix non sola cadet; miscebitur alter
2.1.167	sanguis; nec Stygias ferar incomitatus ad undas
2.1.168	nec mea securus ridebit funera victor! ”
2.1.169	Haec ubi, dictatur facinus missusque repente
2.1.170	qui ferat extortas invito principe voces. 
2.1.171	Interea Stilicho iam laetior hoste propinquo
2.1.172	nec multo spatii distantibus aequore vallis
2.1.173	pugnandi cupidas accendit voce cohortes,
2.1.174	Armeniis frons laeva datur; per cornua Gallos
2.1.175	dexteriora locat. spumis ignescere frena, 
2.1.176	pulveris extolli nimbos lateque videres
2.1.177	surgere purpureis undantes anguibus hastas
2.1.178	serpentumque vago caelum saevire volatu.
2.1.179	implet Thessaliam ferri nitor antraque docti
2.1.180	cornipedis, teneroque amnis reptatus Achilli 
2.1.181	et nemus Oetaeum radiat. clamore nivalis
2.1.182	Ossa tonat pulsoque fragor geminatur Olympo.
2.1.183	intumuit virtus et lucis prodigus arsit
2.1.184	impetus; haud illos rupes, haud alta vetarent
2.1.185	flumina: praecipiti stravissent omnia cursu. 
2.1.186	Si tunc his animis acies collata fuisset,
2.1.187	prodita non tantas vidisset Graecia caedes,
2.1.188	oppida semoto Pelopeia Marte vigerent,
2.1.189	starent Arcadiae, starent Lacedaemonis arces;
2.1.190	non mare fumasset geminum flagrante Corintho 
2.1.191	nec fera Cecropiae traxissent vincula matres.
2.1.192	ilia dies potuit nostris imponere finem
2.1.193	cladibus et sceleris causas auferre futuri.
2.1.194	invida pro quantum rapuit Fortuna triumphum!
2.1.195	inter equos interque tubas mandata feruntur 
2.1.196	regia et armati veniunt ductoris ad aures.
2.1.197	Obstupuit; simul ira virum, simul obruit ingens
2.1.198	maeror et ignavo tantum licuisse nocenti
2.1.199	miratur. dubios anceps sententia volvit
2.1.200	eventus: peragat pugnas an fortia coepta 
2.1.201	deserat? Illyricis ardet succurrere damnis;
2.1.202	praeceptis obstare timet, reverentia frangit
2.1.203	virtutis stimulos: hinc publica commoda suadent,
2.1.204	hinc metus invidiae. tandem indignatus ad astra
2.1.205	extollit palmas et ab imo pectore fatur: 
2.1.206	“Numina Romanis necdum satiata ruinis,
2.1.207	si iuvat imperium penitus de stirpe revelli,
2.1.208	uno si placuit deleri saecula lapsu,
2.1.209	si piget humani generis, prorumpat in arva
2.1.210	libertas effrena maris vel limite iusto 
2.1.211	devius errantes Phaethon confundat habenas.
2.1.212	cur per Rufinum geritur? procumbere mundum
2.1.213	hoc auctore pudet. mediis revocamur ab armis
2.1.214	(pro dolor!) et strictos deponere cogimur enses.
2.1.215	vos, arsurae urbes perituraque moenia, testor: 
2.1.216	cedo equidem et miserum permitto casibus orbem
2.1.217	flectite signa, duces, redeat iam miles Eous.
2.1.218	parendum est. taceant litui. prohibete sagittas.
2.1.219	parcite contiguo — Rufinus praecipit! — hosti.”
2.1.220	His dictis omnes una fremuere manipli 
2.1.221	quantum non Italo percussa Ceraunia fluctu,
2.1.222	quantum non madidis elisa tonitrua Cauris,
2.1.223	secernique negant ereptaque proelia poscunt,
2.1.224	insignemque ducem populus defendit uterque
2.1.225	et sibi quisque trahit. magno certatur amore, 
2.1.226	alternamque fidem non inlaudata lacessit
2.1.227	seditio talique simul clamore queruntur:
2.1.228	“Quis mihi nudatos enses, quis tela lacertis
2.1.229	excutit et solvi curvatos imperat arcus?
2.1.230	quisnam audet stricto leges imponere ferro? 
2.1.231	inflammata semel nescit mitescere virtus.
2.1.232	iam mihi barbaricos sitientia pila cruores
2.1.233	sponte volant ultroque manus mucrone furenti
2.1.234	ducitur et siccum gladium vagina recusat.
2.1.235	non patiar. semperne Getis discordia nostra 
2.1.236	proderit? en iterum belli civilis imago!
2.1.237	quid consanguineas acies, quid dividis olim
2.1.238	Concordes aquilas? non dissociabile corpus
2.1.239	coniunctumque sumus. te qua libet ire sequemur.
2.1.240	te vel Hyperboreo damnatam sidere Thylen, 
2.1.241	te vel ad incensas Libyae comitabor harenas.
2.1.242	Indorum si stagna petas Rubrique recessus
2.1.243	litoris, auriferum veniam poturus Hydaspen;
2.1.244	si calcare Notum secretaque noscere Nili
2.1.245	nascentis iubeas, mundum post terga relinquam; 
2.1.246	et quocumque loco Stilicho tentoria figat,
2.1.247	haec patria est.” Dux inde vetat: “desistite, quaeso.
2.1.248	atque avidam differte manum. cadat iste minacis
2.1.249	invidiae cumulus, non est victoria tanti,
2.1.250	ut videar vicisse mihi. vos fida iuventus 
2.1.251	ite, mei quondam socii.” nec plura locutus
2.1.252	flexit iter: vacuo qualis discedit hiatu
2.1.253	impatiens remeare leo, quem plurima cuspis
2.1.254	et pastorales pepulerunt igne catervae,
2.1.255	inclinatque iubas demissaque lumina velat 
2.1.256	et trepidas maesto rimatur murmure silvas.
2.1.257	Ut sese legio vidit disiuncta relinqui,
2.1.258	ingentem tollit gemitum galeasque solutis
2.1.259	umectat lacrimis pressamque morantia vocem
2.1.260	thoracum validos pulsant suspiria nexus: 
2.1.261	tradimur, heu, tantumque sequi prohibemur amorem! 
2.1.262	exclamant. “spernisne tuas, dux optime, dextras,
2.1.263	quas tibi victrices totiens Bellona probavit?
2.1.264	nos adeo viles? adeo felicior axis
2.1.265	Hesperius, meruit qui te rectore teneri? 
2.1.266	quid nobis patriam, quid cara revisere tandem
2.1.267	pignora dilectosve iuvat coluisse penates?
2.1.268	te sine dulce nihil, iam formidata tyranni
2.1.269	tempestas subeunda mihi, qui forte nefandas
2.1.270	iam parat insidias, qui nos aut turpibus Hunis 
2.1.271	aut impacatis famulos praebebit Alanis;
2.1.272	quamquam non adeo robur defecerit omne
2.1.273	tantave gestandi fuerit penuria ferri.
2.1.274	tu, licet occiduo maneas sub cardine caeli,
2.1.275	tu mihi dux semper, Stilicho, nostramque vel absens
2.1.276	experiere fidem. dabitur tibi debita pridem 
2.1.277	victima: promissis longe placabere sacris.”
2.1.278	Tristior Haemoniis miles digressus ab oris
2.1.279	tangebat Macetum fines murosque subibat,
2.1.280	Thessalonica, tuos. sensu dolor haeret in alto 
2.1.281	abditus et tacitas vindictae praestruit iras,
2.1.282	spectaturque favens odiis locus aptaque leto
2.1.283	tempora. nec quisquam tanta de pube repertus,
2.1.284	proderet incautis qui corda minantia verbis.
2.1.285	quae non posteritas, quae non mirabitur aetas 
2.1.286	tanti consilium vulgi potuisse taceri
2.1.287	aut facinus tam grande tegi mentisque calorem
2.1.288	non sermone viae, non inter pocula rumpi?
2.1.289	aequalis tantam tenuit constantia turbam
2.1.290	et fuit arcanum populo. percurritur Haemus, 
2.1.291	deseritur Rhodope Thracumque per ardua tendunt,
2.1.292	donec ad Herculei perventum nominis urbem.
2.1.293	Ut cessisse ducem, propius venisse cohortes
2.1.294	cognita Rufino, magna cervice triumphat
2.1.295	omnia tuta ratus sceptrumque capessere fervet 
2.1.296	et coniuratos hortatur voce clientes:
2.1.297	“vicimus, expulimus, facilis iam copia regni.
2.1.298	nullus ab hoste timor. quis enim, quem poscere solum
2.1.299	horruit, hunc tanto munitum milite vincat?
2.1.300	quis ferat armatum, quem non superavit inermem?
2.1.301	i nunc, exitium nobis meditare remotus 
2.1.302	incassum, Stilicho, dum nos longissima tellus
2.1.303	dividat et mediis Nereus interstrepat undis.
2.1.304	Alpinas transire tibi me sospite rupes
2.1.305	haud dabitur. iaculis illinc me figere tempta. 
2.1.306	quaere ferox ensem, qui nostra ad moenia tendi
2.1.307	possit ab Italia, non te documenta priorum,
2.1.308	non exempla vetant? quisnam conatus adire
2.1.309	has iactat vitasse manus? detrusimus orbe
2.1.310	te medio tantisque simul spoliavimus armis. 
2.1.311	nunc epulis tempus, socii, nunc larga parare
2.1.312	munera donandumque novis legionibus aurum!
2.1.313	opportuna meis oritur lux crastina votis.
2.1.314	quod nolit rex ipse velit iubeatque coactus
2.1.315	in partem mihi regna dari, contingat in uno 
2.1.316	privati fugisse modum crimenque tyranni,”
2.1.317	Talibus adclamat dictis infame nocentum
2.1.318	concilium, qui perpetuis crevere rapinis
2.1.319	et quos una facit Rufino causa sodales,
2.1.320	inlicitum duxisse nihil; funesta tacere 
2.1.321	nexus amicitiae. iamiam conubia laeti
2.1.322	despondent aliena sibi frustraque vicissim
2.1.323	promittunt, quae quisque petat, quas devoret urbes.
2.1.324	Coeperat humanos alto sopire labores
2.1.325	nox gremio, nigrasque sopor diffuderat alas. 
2.1.326	ille diu curis animum stimulantibus aegre
2.1.327	labitur in somnos. toto vix corde quierat,
2.1.328	ecce videt diras adludere protinus umbras,
2.1.329	quas dedit ipse neci; quarum quae clarior una
2.1.330	visa loqui: “pro! surge toro. quid plurima volvis 
2.1.331	anxius? haec requiem rebus finemque labori
2.1.332	adlatura dies: omni iam plebe redibis
2.1.333	altior et laeti manibus portabere vulgi.”
2.1.334	has canit ambages, occulto fallitur ille
2.1.335	omine nec capitis sentit praesagia fixi. 
2.1.336	Iam summum radiis stringebat Lucifer Haemum
2.1.337	festinamque rotam solito properantior urget
2.1.338	tandem Rufini visurus funera Titan;
2.1.339	desiluit stratis densaeque capacia turbae
2.1.340	atria regifico iussit splendere paratu 
2.1.341	exceptura dapes et, quod post vota daretur,
2.1.342	insculpi propriis aurum fatale figuris.
2.1.343	ipse salutatum reduces post proelia turmas
2.1.344	iam regale tumens et principe celsior ibat
2.1.345	collaque femineo solvebat mollia gestu 
2.1.346	imperii certus, tegeret ceu purpura dudum
2.1.347	corpus et ardentes ambirent tempora gemmae.
2.1.348	Urbis ab angusto tractu, qua vergit in austrum,
2.1.349	planities vicina patet: nam cetera pontus
2.1.350	circuit exiguo dirimi se limite passus. 
2.1.351	hic ultrix acies ornatu lucida Martis
2.1.352	explicuit cuneos. pedites in parte sinistra
2.1.353	consistunt. equites illinc poscentia cursum
2.1.354	ora reluctantur pressis sedare lupatis;
2.1.355	hinc alii saevum cristato vertice nutant 
2.1.356	et tremulos umeris gaudent vibrare colores,
2.1.357	quos operit formatque chalybs; coniuncta per artem
2.1.358	flexilis inductis animatur lamina membris;
2.1.359	horribiles visu: credas simulacra moveri
2.1.360	ferrea cognatoque viros spirare metallo. 
2.1.361	par vestitus equis: ferrata fronte minantur
2.1.362	ferratosque levant securi vulneris armos.
2.1.363	diviso Stat quisque loco, metuenda voluptas
2.1.364	cernenti pulcherque timor, spirisque remissis
2.1.365	mansuescunt varii vento cessante dracones. 
2.1.366	Augustus veneranda prior vexilla salutat.
2.1.367	Rufinus sequitur, quo fallere cuncta solebat
2.1.368	callidus adfatu, devotaque brachia laudat;
2.1.369	nomine quemque vocat; natos patresque reversis
2.1.370	nuntiat incolumes. illi dum plurima ficto 
2.1.371	certatim sermone petunt, extendere longos
2.1.372	a tergo flexus insperatoque suprema
2.1.373	circuitu sociare parant; decrescere campus
2.1.374	incipit, et clipeis in se redeuntia iunctis
2.1.375	curvo paulatim sinuantur cornua ductu: 
2.1.376	sic ligat inmensa virides indagine saltus
2.1.377	venator; sic attonitos ad litora pisces
2.1.378	aequoreus populator agit rarosque plagarum
2.1.379	contrahit anfractus et hiantes colligit oras.
2.1.380	excludunt alios, cingi se fervidus ille 
2.1.381	nescit adhuc graviterque adprensa veste morantem
2.1.382	increpat Augustum: scandat sublime tribunal,
2.1.383	participem sceptri, socium declaret honoris — 
2.1.384	cum subito stringunt gladios; vox desuper ingens
2.1.385	infremuit: “nobis etiam, deterrime, nobis 
2.1.386	sperasti famulas imponere posse catenas?
2.1.387	unde redi nescis? patiarne audire satelles,
2.1.388	qui leges aliis libertatemque reduxi?
2.1.389	bis domitum civile nefas, bis rupimus Alpes.
2.1.390	tot nos bella docent nulli servire tyranno.”
2.1.391	Deriguit. spes nulla fugae; seges undique ferri
2.1.392	circumfusa micat; dextra laevaque revinctus
2.1.393	haesit et ensiferae stupuit mucrone coronae,
2.1.394	ut fera, quae nuper montes amisit avitos
2.1.395	altorumque exul nemorum damnatur harenae 
2.1.396	muneribus, commota ruit; vir murmure contra
2.1.397	hortatur nixusque genu venabula tendit;
2.1.398	ilia pavet strepitus cuneosque erecta theatri
2.1.399	respicit et tanti miratur sibila vulgi.
2.1.400	Unus per medios audendi pronior ense 
2.1.401	prosilit exerto dictisque et vulnere torvus
2.1.402	impetit: “hac Stilicho, quem iactas pellere, dextra
2.1.403	te ferit; hoc absens invadit viscera ferro.”
2.1.404	sic fatur meritoque latus transverberat ictu.
2.1.405	Felix ilia manus, talem quae prima cruorem 
2.1.406	hauserit et fessi poenam libaverit orbis!
2.1.407	mox omnes laniant hastis artusque trementes
2.1.408	dilacerant; uno tot corpore tela tepescunt
2.1.409	et non infecto puduit mucrone reverti.
2.1.410	hi vultus avidos et adhuc spirantia vellunt 
2.1.411	lumina, truncates alii rapuere lacertos.
2.1.412	amputat ille pedes, umerum quatit ille solutis
2.1.413	nexibus; hic fracti reserat curvamina dorsi;
2.1.414	hic iecur, hic cordis fibras, hic pandit anhelas
2.1.415	pulmonis latebras. spatium non invenit ira 
2.1.416	nec locus est odiis. consumpto funere vix tum
2.1.417	deseritur sparsumque perit per tela cadaver,
2.1.418	sic mons Aonius rubuit, cum Penthea ferrent
2.1.419	Maenades aut subito mutatum Actaeona cornu
2.1.420	traderet insanis Latonia visa Molossis. 
2.1.421	criminibusne tuis credis, Fortuna, mederi
2.1.422	et male donatum certas aequare favorem
2.1.423	suppliciis? una tot milia morte rependis?
2.1.424	eversis agedum Rufinum divide terris,
2.1.425	da caput Odrysiis, truncum mereantur Achivi. 
2.1.426	quid reliquis dabitur? nec singula membra peremptis
2.1.427	sufficiunt populis. Vacuo plebs undique muro
2.1.428	iam secura fluit; senibus non obstitit aetas
2.1.429	virginibusve pudor; viduae, quibus ille maritos
2.1.430	abstulit, orbataeque ruunt ad gaudia matres 
2.1.431	insultantque alacres. laceros iuvat ire per artus
2.1.432	pressaque calcato vestigia sanguine tingui.
2.1.433	nec minus adsiduis flagrant elidere saxis
2.1.434	prodigiale caput, quod iam de cuspide summa
2.1.435	nutabat digna rediens ad moenia pompa. 
2.1.436	dextera quin etiam ludo concessa vagatur
2.1.437	aera petens poenasque animi persolvit avari
2.1.438	terribili lucro vivosque imitata retentus
2.1.439	cogitur adductis digitos inflectere nervis.
2.1.440	Desinat elatis quisquam confidere rebus 
2.1.441	instabilesque deos ac lubrica numina discat.
2.1.442	ilia manus, quae sceptra sibi gestanda parabat,
2.1.443	cuius se totiens summisit ad oscula supplex
2.1.444	nobilitas, inhumata diu miseroque revulsa
2.1.445	corpore feralem quaestum post fata reposcit. 
2.1.446	adspiciat quisquis nimium sublata secundis
2.1.447	colla gerit: triviis calcandus spargitur ecce,
2.1.448	qui sibi pyramidas, qui non cedentia templis
2.1.449	ornatura suos extruxit culmina manes,
2.1.450	et qui Sidonio velari credidit ostro, 
2.1.451	nudus pascit aves. iacet en, qui possidet orbem,
2.1.452	exiguae telluris inops et pulvere raro
2.1.453	per partes tegitur nusquam totiensque sepultus.
2.1.454	Senserunt convexa necem tellusque nefandum
2.1.455	amolitur onus iam respirantibus astris. 
2.1.456	infernos gravat umbra lacus. pater Aeacus horret
2.1.457	intrantemque etiam latratu Cerberus urget.
2.1.458	tunc animae, quas ille fero sub iure peremit,
2.1.459	circumstant nigrique trahunt ad iudicis urnam
2.1.460	infesto fremitu: veluti pastoris in ora 
2.1.461	commotae glomerantur apes, qui dulcia raptu
2.1.462	mella vehit, pennasque cient et spicula tendunt
2.1.463	et tenuis saxi per propugnacula cinctae
2.1.464	rimosam patriam dilectaque pumicis antra
2.1.465	defendunt pronoque favos examine velant. 
2.1.466	Est locus infaustis quo conciliantur in unum
2.1.467	Cocytos Phlegethonque vadis; inamoenus uterque
2.1.468	alveus; hic volvit lacrimas, hic igne redundat.
2.1.469	turris per geminos, flammis vicinior, amnes
2.1.470	porrigitur solidoque rigens adamante sinistrum 
2.1.471	proluit igne latus; dextro Cocytia findit
2.1.472	aequora triste gemens et fletu concita plangit.
2.1.473	huc post emeritam mortalia saecula vitam
2.1.474	deveniunt. ibi nulla manent discrimina fati,
2.1.475	nullus honos vanoque exutum nomine regem 
2.1.476	proturbat plebeius egens. quaesitor in alto
2.1.477	conspicuus solio pertemptat crimina Minos
2.1.478	et iustis dirimit sontes. quos nolle fateri
2.1.479	viderit, ad rigidi transmittit verbera fratris.
2.1.480	nam iuxta Rhadamanthys agit. cum gesta superni
2.1.481	curriculi totosque diu perspexerit actus, 
2.1.482	exaequat damnum meritis et muta ferarum
2.1.483	cogit vincla pati. truculentos ingerit ursis
2.1.484	praedonesque lupis; fallaces vulpibus addit.
2.1.485	at qui desidia semper vinoque gravatus, 
2.1.486	indulgens Veneri, voluit torpescere luxu,
2.1.487	hunc suis inmundi pingues detrudit in artus.
2.1.488	qui iusto plus esse loquax arcanaque suevit
2.1.489	prodere, piscosas fertur victurus in undas,
2.1.490	ut nimiam pensent aeterna silentia vocem. 
2.1.491	quos ubi per varias annis ter mille figuras
2.1.492	egit, Lethaeo purgatos flumine tandem
2.1.493	rursus ad humanae revocat primordia formae.
2.1.494	Tum quoque, dum lites Stygiique negotia solvit
2.1.495	dura fori veteresque reos ex ordine quaerit, 
2.1.496	Rufinum procul ecce notat visuque severe
2.1.497	lustrat et ex imo concussa sede profatur:
2.1.498	“Huc superum labes, huc insatiabilis auri
2.1.499	proluvies pretioque nihil non ause parato,
2.1.500	quodque mihi summum scelus est, huc improbe legum
2.1.501	venditor, Arctoi stimulator perfide Martis! 
2.1.502	cuius ob innumeras strages angustus Averni
2.1.503	iam sinus et plena lassatur portitor alno.
2.1.504	quid demens manifesta negas? en pectus inustae
2.1.505	deformant maculae vitiisque inolevit imago 
2.1.506	nec sese commissa tegunt. genus omne dolorum
2.1.507	in te ferre libet: dubio tibi pendula rupes
2.1.508	inmineat lapsu, volucer te torqueat axis,
2.1.509	te refugi fallant latices atque ore natanti
2.1.510	arescat decepta sitis, dapibusque relictis 
2.1.511	in tua mansurus migret praecordia vultur.
2.1.512	quamquam omnes alii, quos haec tormenta fatigant,
2.1.513	pars quota sunt, Rufine, tui! quid tale vel audax
2.1.514	fulmine Salmoneus vel lingua Tantalus egit
2.1.515	aut inconsulto Tityos deliquit amore? 
2.1.516	cunctorum si facta simul iungantur in unum,
2.1.517	praecedes numero. cui tanta piacula quisquam
2.1.518	supplicio conferre valet? quid denique dignum
2.1.519	omnibus inveniam, vincant cum singula poenas?
2.1.520	tollite de mediis animarum dedecus umbris. 
2.1.521	adspexisse sat est. oculis iam parcite nostris
2.1.522	et Ditis purgate domos. agitate flagellis
2.1.523	trans Styga, trans Erebum, vacuo mandate barathro
2.1.524	infra Titanum tenebras infraque recessus
2.1.525	Tartareos ipsumque 1 Chaos, qua noctis opacae 
2.1.526	fundamenta latent; praeceps ibi mersus anhelet,
2.1.527	dum rotat astra polus, feriunt dum litora venti.”
